1 0.230244 0.006224 0.236495
2 0.224115 0.004582 0.228724
3 0.228050 0.004816 0.232893
4 0.229800 0.004882 0.234709
5 0.240520 0.008291 0.248838
6 0.245787 0.004962 0.250776
7 0.231019 0.004992 0.236039
8 0.260062 0.004970 0.265058
9 0.228938 0.005079 0.234044
10 0.225816 0.004863 0.230705
11 0.226367 0.005061 0.231508
12 0.246227 0.004459 0.250712
13 0.226417 0.004963 0.231407
14 0.225360 0.004754 0.230141
15 0.223968 0.004724 0.228719
16 0.224325 0.004893 0.229245
17 0.315218 0.004854 0.320100
18 0.287475 0.004754 0.292257
19 0.481040 0.004668 0.485735
20 0.360099 0.006205 0.366332
21 0.311386 0.004818 0.316230
22 0.224850 0.006382 0.231259
23 0.241216 0.004659 0.245903
24 0.223836 0.004979 0.228842
25 0.228840 0.005132 0.233999
26 0.245694 0.006299 0.252020
27 0.228112 0.004857 0.232995
28 0.228695 0.004906 0.233627
29 0.359024 0.004797 0.363847
30 0.243557 0.004852 0.248435
31 0.239800 0.005237 0.245430
32 0.250035 0.005059 0.255121
33 0.226890 0.004796 0.231713
34 0.250453 0.005130 0.255609
35 0.231722 0.004926 0.236675
36 0.224136 0.004981 0.229144
37 0.225566 0.004932 0.230703
38 0.226168 0.004916 0.231112
39 0.225214 0.005260 0.230500
40 0.225508 0.004549 0.230084
41 0.226408 0.004747 0.231182
42 0.226176 0.005223 0.231425
43 0.225238 0.005212 0.230476
44 0.226901 0.004932 0.231859
45 0.225008 0.004582 0.229617
46 0.223906 0.004746 0.228679
47 0.225005 0.010457 0.235488
48 0.237601 0.005071 0.242699
49 0.243422 0.005200 0.248649
50 0.227473 0.004982 0.232482
51 0.224314 0.005202 0.229542
52 0.231141 0.004906 0.236074
53 0.224636 0.004881 0.229544
54 0.225861 0.005108 0.230996
55 0.227009 0.004935 0.231971
56 0.225025 0.005218 0.230270
57 0.224077 0.005244 0.229348
58 0.226674 0.005320 0.232021
59 0.227477 0.004763 0.232267
60 0.223371 0.004810 0.228207
61 0.225350 0.005070 0.230446
62 0.250185 0.004840 0.255051
63 0.419402 0.004738 0.424166
64 0.337381 0.004923 0.342331
65 0.262133 0.004475 0.266636
66 0.408691 0.005015 0.413733
67 0.230621 0.004954 0.235602
68 0.243893 0.004919 0.248838
69 0.240208 0.005003 0.245238
70 0.224920 0.004919 0.229866
71 0.224993 0.005078 0.230098
72 0.226411 0.005065 0.231502
73 0.247266 0.004823 0.252116
74 0.227153 0.005548 0.232728
75 0.226301 0.004670 0.230997
76 0.224341 0.004895 0.229263
77 0.251624 0.007578 0.259229
78 0.364522 0.004568 0.369117
79 0.246461 0.004955 0.251443
80 0.249299 0.005073 0.254400
81 0.239822 0.004858 0.244707
82 0.224627 0.005046 0.229701
83 0.231940 0.004887 0.236854
84 0.227188 0.004903 0.232119
85 0.229131 0.004865 0.234023
86 0.224494 0.004980 0.229501
87 0.224329 0.004937 0.229293
88 0.224757 0.005039 0.229823
89 0.224392 0.005047 0.229466
90 0.223721 0.005016 0.228764
91 0.225458 0.005046 0.230531
92 0.225541 0.005154 0.230721
93 0.223927 0.004989 0.228942
94 0.223806 0.005071 0.228903
95 0.224633 0.004905 0.229564
96 0.247705 0.004872 0.252604
97 0.224965 0.004592 0.229584
98 0.228204 0.004909 0.233140
99 0.225470 0.004939 0.230436
100 0.226298 0.005135 0.231460
101 0.228516 0.004985 0.233528
102 0.225785 0.004780 0.230591
103 0.226077 0.005191 0.231295
104 0.227456 0.004862 0.232344
105 0.227743 0.005005 0.232774
106 0.227675 0.005131 0.232823
107 0.225658 0.004922 0.230597
108 0.245554 0.005030 0.250601
109 0.241751 0.009439 0.251207
110 0.362247 0.004673 0.366937
111 0.231504 0.011286 0.242807
112 0.260784 0.004795 0.265606
113 0.290409 0.013584 0.304020
114 0.496813 0.010625 0.507464
115 0.395668 0.006105 0.401800
116 0.264547 0.005046 0.269943
117 0.237938 0.004858 0.242822
118 0.228669 0.004974 0.233670
119 0.245946 0.005208 0.251181
120 0.225362 0.004736 0.230125
121 0.247496 0.004982 0.252505
122 0.224414 0.005037 0.229477
123 0.225213 0.004895 0.230134
124 0.267149 0.004866 0.272041
125 0.446532 0.004949 0.451508
126 0.355291 0.004481 0.359799
127 0.439447 0.033721 0.473194
128 0.457136 0.004925 0.462089
129 0.224269 0.005127 0.229423
130 0.233098 0.004930 0.238054
131 0.248107 0.004898 0.253032
132 0.288412 0.005124 0.293562
133 0.228550 0.005048 0.233625
134 0.235180 0.004934 0.240141
135 0.224549 0.004924 0.229501
136 0.224376 0.004878 0.229281
137 0.224815 0.004888 0.229730
138 0.222908 0.004881 0.227815
139 0.224662 0.004924 0.229612
140 0.226583 0.013167 0.239777
141 0.249226 0.004945 0.254198
142 0.224803 0.005454 0.230284
143 0.236956 0.005804 0.242787
144 0.225682 0.005218 0.230927
145 0.224417 0.004860 0.229304
146 0.223946 0.004851 0.228825
147 0.248028 0.004937 0.252991
148 0.227190 0.005085 0.232302
149 0.227112 0.005131 0.232270
150 0.223879 0.005025 0.228930
151 0.223878 0.004933 0.228839
152 0.227549 0.005255 0.232830
153 0.223626 0.004967 0.228620
154 0.224727 0.004251 0.229004
155 0.225091 0.004897 0.230016
156 0.224923 0.004904 0.229854
157 0.225743 0.004940 0.230709
158 0.252803 0.005007 0.257836
159 0.367222 0.004932 0.372180
160 0.462482 0.013652 0.476161
161 0.256636 0.005305 0.261968
162 0.246753 0.004769 0.251549
163 0.227359 0.005035 0.232422
164 0.246180 0.004947 0.251154
165 0.225948 0.004921 0.230895
166 0.223909 0.005270 0.229206
167 0.226384 0.005035 0.231446
168 0.224625 0.004938 0.229590
169 0.224910 0.005038 0.229975
170 0.225298 0.005194 0.230519
171 0.226435 0.005201 0.231662
172 0.225026 0.005070 0.230124
173 0.223878 0.006276 0.230181
174 0.225919 0.004989 0.230935
175 0.223816 0.004898 0.228742
176 0.233435 0.004899 0.238361
177 0.249784 0.004823 0.254634
178 0.353643 0.008778 0.362449
179 0.228902 0.004820 0.233749
180 0.236541 0.006440 0.243008
181 0.252040 0.004813 0.256881
182 0.224639 0.004934 0.229599
183 0.224437 0.004836 0.229300
184 0.227825 0.004916 0.232768
185 0.225825 0.004934 0.230787
186 0.223706 0.005099 0.228822
187 0.225235 0.005003 0.230255
188 0.226917 0.004900 0.231833
189 0.225395 0.004907 0.230318
190 0.225255 0.004835 0.230107
191 0.223964 0.005142 0.229123
192 0.225928 0.004837 0.230783
193 0.246308 0.004752 0.251078
194 0.224466 0.005087 0.229580
195 0.224695 0.006161 0.230882
196 0.226038 0.004175 0.230240
197 0.225124 0.005332 0.230483
198 0.224093 0.004904 0.229025
199 0.227746 0.005166 0.232939
200 0.384010 0.004449 0.388486
201 0.282812 0.004936 0.287774
202 0.236245 0.005295 0.241567
203 0.286096 0.009495 0.295618
204 0.369191 0.005242 0.374460
205 0.256816 0.009881 0.266724
206 0.252186 0.004933 0.257146
207 0.233941 0.004901 0.238869
208 0.227007 0.004915 0.231948
209 0.224855 0.004901 0.229782
210 0.224574 0.005024 0.229625
211 0.226675 0.004842 0.231543
212 0.227565 0.004774 0.232356
213 0.245881 0.006329 0.252227
214 0.226112 0.004818 0.230946
215 0.356377 0.015094 0.371487
216 0.317473 0.004621 0.322110
217 0.261722 0.005436 0.267184
218 0.254185 0.004816 0.259028
219 0.224362 0.004997 0.229386
220 0.226665 0.004780 0.231472
221 0.226358 0.004610 0.230995
222 0.224691 0.004979 0.229697
223 0.224368 0.004849 0.229245
224 0.225985 0.004783 0.230795
225 0.225106 0.005241 0.230374
226 0.224940 0.004982 0.229950
227 0.230670 0.004922 0.235618
228 0.228242 0.004881 0.233150
229 0.227507 0.004937 0.232461
230 0.225639 0.004734 0.230389
231 0.226170 0.005055 0.231241
232 0.225642 0.004866 0.230524
233 0.230680 0.005053 0.235750
234 0.225250 0.004776 0.230043
235 0.227251 0.005236 0.232504
236 0.226391 0.004729 0.231147
237 0.223803 0.004912 0.228742
238 0.224833 0.004971 0.229831
239 0.225808 0.005195 0.231030
240 0.225912 0.004915 0.230853
241 0.225739 0.004904 0.230670
242 0.227436 0.005050 0.232514
243 0.224950 0.004645 0.229622
244 0.232861 0.004913 0.237802
245 0.228102 0.004985 0.233114
246 0.287657 0.005029 0.292713
247 0.251995 0.005011 0.257032
248 0.257983 0.005148 0.263159
249 0.225862 0.005149 0.231027
250 0.228982 0.005416 0.234415
251 0.224224 0.004896 0.229137
252 0.227341 0.004993 0.232351
253 0.229466 0.004781 0.234263
254 0.254562 0.004993 0.259572
255 0.260963 0.004903 0.265893
256 0.280531 0.004976 0.285534
257 0.328622 0.005199 0.333848
258 0.254339 0.004741 0.259108
259 0.259258 0.004561 0.263846
260 0.255833 0.004782 0.260642
261 0.232696 0.004839 0.237562
262 0.228301 0.004199 0.232527
263 0.226083 0.004971 0.231082
264 0.226562 0.004347 0.230937
265 0.225121 0.005043 0.230191
266 0.224535 0.005211 0.229773
267 0.253257 0.005034 0.258319
268 0.225975 0.005943 0.231945
269 0.231271 0.004962 0.236259
270 0.228517 0.005090 0.233634
271 0.225230 0.004874 0.230131
272 0.225476 0.005138 0.230641
273 0.224234 0.004660 0.228921
274 0.224818 0.004935 0.229780
275 0.493091 0.008687 0.501805
276 0.450585 0.008367 0.458979
277 0.464481 0.004749 0.469257
278 0.450238 0.008424 0.458690
279 0.458921 0.008577 0.467525
280 0.473073 0.004670 0.477769
281 0.519649 0.027412 0.547088
282 0.449844 0.015746 0.465617
283 0.483729 0.016432 0.500189
284 0.383337 0.005412 0.388776
285 0.270076 0.004977 0.275080
286 0.239938 0.005046 0.245011
287 0.226092 0.004957 0.231076
288 0.248297 0.004914 0.253238
289 0.238583 0.005152 0.243761
290 0.226931 0.004942 0.231899
291 0.229197 0.004776 0.234000
292 0.227811 0.004862 0.232700
293 0.242364 0.004988 0.247379
294 0.224520 0.013511 0.238057
295 0.243937 0.004793 0.248757
296 0.227427 0.004938 0.232392
297 0.229092 0.004938 0.234057
298 0.229847 0.004948 0.234822
299 0.250356 0.006375 0.256757
300 0.228294 0.005181 0.233500
301 0.248170 0.004998 0.253196
302 0.265635 0.005021 0.270682
303 0.229422 0.004976 0.234425
304 0.225763 0.005098 0.230887
305 0.227574 0.005047 0.232649
306 0.225500 0.005102 0.230629
307 0.225517 0.005135 0.230680
308 0.228257 0.004757 0.233041
309 0.224205 0.004934 0.229167
310 0.226668 0.004908 0.231603
311 0.225519 0.004874 0.230420
312 0.223865 0.004967 0.228859
313 0.224331 0.005152 0.229511
314 0.228602 0.004779 0.233408
315 0.425586 0.004632 0.430245
316 0.482429 0.024905 0.507361
317 0.451640 0.011465 0.463131
318 0.282480 0.004907 0.287413
319 0.241579 0.005046 0.246652
320 0.227095 0.004226 0.231348
321 0.235876 0.004920 0.240823
322 0.225882 0.004952 0.230861
323 0.225143 0.005168 0.230338
324 0.242937 0.009184 0.252137
325 0.225209 0.004870 0.230096
326 0.225882 0.004668 0.230567
327 0.226542 0.004902 0.231461
328 0.234141 0.004939 0.239097
329 0.254788 0.005260 0.260065
330 0.261179 0.006250 0.267445
331 0.267435 0.004910 0.272371
332 0.370933 0.006635 0.377595
333 0.415203 0.004661 0.419890
334 0.247925 0.005239 0.253191
335 0.420854 0.004933 0.425813
336 0.251676 0.004852 0.256632
337 0.259220 0.005283 0.264529
338 0.241927 0.004828 0.246782
339 0.253061 0.005250 0.258338
340 0.244715 0.005289 0.250031
341 0.265801 0.005106 0.270934
342 0.232126 0.004519 0.236671
343 0.234882 0.004940 0.239848
344 0.226285 0.005032 0.231344
345 0.234722 0.004912 0.239660
346 0.336773 0.004863 0.341663
347 0.296696 0.009807 0.306531
348 0.243437 0.006155 0.249619
349 0.255484 0.005370 0.260882
350 0.231135 0.004916 0.236078
351 0.226325 0.004693 0.231046
352 0.232879 0.005241 0.238147
353 0.225841 0.005021 0.230889
354 0.226219 0.005405 0.231650
355 0.227207 0.004962 0.232195
356 0.224722 0.004921 0.229670
357 0.228376 0.004851 0.233254
358 0.224727 0.004526 0.229280
359 0.228627 0.004889 0.233543
360 0.243846 0.004881 0.248755
361 0.231294 0.004919 0.236240
362 0.225872 0.004846 0.230745
363 0.227639 0.005114 0.232780
364 0.225287 0.005116 0.230429
365 0.223747 0.004802 0.228576
366 0.227030 0.005088 0.232145
367 0.224799 0.004740 0.229565
368 0.230323 0.005086 0.235436
369 0.225237 0.004828 0.230091
370 0.226412 0.004972 0.231411
371 0.225256 0.004906 0.230189
372 0.224542 0.005127 0.229696
373 0.225031 0.004756 0.229814
374 0.226950 0.004984 0.231960
375 0.227567 0.004997 0.232591
376 0.226603 0.005167 0.231797
377 0.225349 0.004834 0.230211
378 0.223456 0.004769 0.228252
379 0.225031 0.004968 0.230027
380 0.225754 0.004956 0.230738
381 0.223438 0.004898 0.228363
382 0.225425 0.005066 0.230518
383 0.225575 0.004658 0.230261
384 0.226143 0.005037 0.231207
385 0.224379 0.004836 0.229242
386 0.224225 0.005024 0.229274
387 0.224338 0.004782 0.229146
388 0.225506 0.004718 0.230251
389 0.225244 0.004920 0.230191
390 0.225347 0.005032 0.230407
391 0.226376 0.005210 0.231613
392 0.230184 0.004823 0.235034
393 0.225091 0.004900 0.230018
394 0.230378 0.004912 0.235317
395 0.225682 0.004478 0.230188
396 0.226273 0.004881 0.231182
397 0.224402 0.004056 0.228485
398 0.224871 0.004924 0.229823
399 0.228676 0.004625 0.233328
400 0.224391 0.004941 0.229359
401 0.225804 0.005002 0.230833
402 0.224224 0.004917 0.229169
403 0.225358 0.004811 0.230196
404 0.225497 0.004939 0.230463
405 0.225681 0.005231 0.230939
406 0.225533 0.004919 0.230480
407 0.225751 0.004873 0.230651
408 0.224933 0.005180 0.230140
409 0.223783 0.004997 0.228796
410 0.223778 0.005405 0.229199
411 0.226452 0.004781 0.231250
412 0.223660 0.004556 0.228234
413 0.225400 0.005054 0.230471
414 0.227709 0.006053 0.233779
415 0.226299 0.004922 0.231237
416 0.226044 0.004905 0.230970
417 0.225301 0.004902 0.230230
418 0.418764 0.006009 0.424801
419 0.467154 0.012473 0.479653
420 0.405082 0.005607 0.410715
421 0.273118 0.004845 0.277990
422 0.233514 0.005200 0.238742
423 0.226157 0.005303 0.231488
424 0.228012 0.004828 0.232867
425 0.225080 0.004973 0.230080
426 0.225370 0.004799 0.230196
427 0.224618 0.005310 0.229955
428 0.225150 0.004839 0.230245
429 0.225845 0.004948 0.230820
430 0.227037 0.004957 0.232022
431 0.227320 0.005090 0.232437
432 0.224187 0.005117 0.229331
433 0.226106 0.005096 0.231218
434 0.252996 0.005368 0.258380
435 0.225174 0.004951 0.230141
436 0.227656 0.005128 0.232801
437 0.225889 0.005040 0.230946
438 0.227290 0.004739 0.232046
439 0.226580 0.005024 0.231621
440 0.225435 0.004945 0.230406
441 0.225157 0.004731 0.229915
442 0.225108 0.005257 0.230392
443 0.246901 0.005301 0.252229
444 0.227567 0.004659 0.232253
445 0.226453 0.004929 0.231409
446 0.226820 0.004870 0.231718
447 0.224920 0.004874 0.229820
448 0.249802 0.004952 0.254781
449 0.227645 0.004943 0.232616
450 0.245917 0.005222 0.251165
451 0.296407 0.005250 0.301685
452 0.318663 0.005282 0.323973
453 0.237351 0.004886 0.242264
454 0.224443 0.005313 0.229783
455 0.231494 0.005008 0.236529
456 0.223459 0.004782 0.228268
457 0.233340 0.005275 0.238641
458 0.224233 0.004915 0.229176
459 0.231960 0.005035 0.237023
460 0.228357 0.005055 0.233439
461 0.243067 0.004761 0.247854
462 0.226154 0.004845 0.231026
463 0.225089 0.004773 0.229890
464 0.224755 0.004855 0.229638
465 0.243156 0.004873 0.248056
466 0.233275 0.004927 0.238229
467 0.225092 0.005198 0.230317
468 0.248408 0.004943 0.253377
469 0.224833 0.004918 0.229777
470 0.225929 0.004915 0.230870
471 0.247362 0.004916 0.252305
472 0.398117 0.005018 0.403163
473 0.272086 0.005004 0.277355
474 0.245434 0.005178 0.250639
475 0.404985 0.014421 0.419433
476 0.232670 0.004783 0.237480
477 0.238688 0.004884 0.243599
478 0.246129 0.004903 0.251059
479 0.227707 0.004785 0.232519
480 0.228320 0.005024 0.233372
481 0.234818 0.004848 0.239693
482 0.229626 0.004938 0.234591
483 0.229582 0.005062 0.234671
484 0.226648 0.005030 0.231704
485 0.225332 0.004760 0.230119
486 0.226467 0.004725 0.231219
487 0.225201 0.004377 0.229604
488 0.227067 0.005166 0.232260
489 0.227189 0.004735 0.231951
